"year","trial_name","trial_type","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CMD_infect_plants","height_1st_branch","yield_ha","planted_number_plot","height","harvest_number","root_number","germinated_number_plot","starch_content","shoot_weight_plot","root_weight_water","root_rot_number","germination_perc","starch_yield_ha","CMD_incidence"
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep2_SM1669-5_18",2,18,4,3,"test"," (Operator: lizbethpino, Time: )","SM1669-5","test",NA,NA,10.3,13,148,6,NA,NA,17.5,NA,6.2,NA,NA,1.8025,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep2_SM2775-2_20",2,20,4,1,"test"," (Operator: lizbethpino, Time: )","SM2775-2","test",NA,NA,7,13,117,5,NA,NA,14.3,NA,4.2,NA,NA,1.001,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep2_SM2775-4_26",2,26,6,5,"test"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",NA,NA,15,13,149,6,NA,NA,25.3,NA,9,NA,NA,3.795,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep2_TMEB419_23",2,23,5,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",NA,NA,23.7,13,143,6,NA,NA,19.3,NA,14.2,NA,NA,4.5741,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_CM9912-167_40",3,40,8,1,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",NA,NA,23.7,13,216,6,NA,NA,22.7,NA,14.2,NA,NA,5.3799,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_GM1263-6_44",3,44,9,4,"test"," (Operator: lizbethpino, Time: )","GM1263-6","test",NA,NA,8.3,13,149,5,NA,NA,19.4,NA,5,NA,NA,1.6102,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province","IBA057","2023135DMEPR_blik_rep3_IBA920057_36",3,36,8,5,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",NA,NA,8.3,13,150,6,NA,NA,12.4,NA,5,NA,NA,1.0292,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_IBA972205_34",3,34,7,4,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",NA,NA,3,13,117,5,NA,NA,13.3,NA,1.8,NA,NA,0.399,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2023135DMEPR_blik_rep3_IBA980581_41",3,41,9,1,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",NA,NA,11.3,13,134,6,NA,NA,17,NA,6.8,NA,NA,1.921,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_KU50-15_39",3,39,8,2,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","test",NA,NA,26,13,148,6,NA,NA,27.3,NA,15.6,NA,NA,7.098,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_KU50_38",3,38,8,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",NA,NA,20.8,13,149,6,NA,NA,22,NA,12.5,NA,NA,4.576,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_KU50-H4_45",3,45,9,5,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","test",NA,NA,25.7,13,204,6,NA,NA,25.1,NA,15.4,NA,NA,6.4507,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_Rayong11_33",3,33,7,3,"check"," (Operator: lizbethpino, Time: )","Rayong11","test",NA,NA,23.3,13,218,6,NA,NA,26.5,NA,14,NA,NA,6.1745,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province","R72","2023135DMEPR_blik_rep3_Rayong72_37",3,37,8,4,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",NA,NA,20,13,149,6,NA,NA,25.4,NA,12,NA,NA,5.08,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_SM1127-8_35",3,35,7,5,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",NA,NA,10.3,13,285,6,NA,NA,18.3,NA,6.2,NA,NA,1.8849,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_SM1669-5_31",3,31,7,1,"test"," (Operator: lizbethpino, Time: )","SM1669-5","test",NA,NA,18.3,13,149,6,NA,NA,21.3,NA,11,NA,NA,3.8979,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_SM2775-2_43",3,43,9,3,"test"," (Operator: lizbethpino, Time: )","SM2775-2","test",NA,NA,16.7,13,149,6,NA,NA,17.5,NA,10,NA,NA,2.9225,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_SM2775-4_32",3,32,7,2,"test"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",NA,NA,10,13,143,6,NA,NA,16,NA,6,NA,NA,1.6,NA
2023,"2023135DMEPR_blik","2023135DMEPR_blik","2023-May-19","2024-March-20","Bolikham district, Bolikhamxay province",NA,"2023135DMEPR_blik_rep3_TMEB419_42",3,42,9,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",NA,NA,21.7,13,189,6,NA,NA,25.1,NA,13,NA,NA,5.4467,NA
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep1_TMEB419_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,48,25.75,30,130.1,2,8,30,20.19417476,NA,NA,NA,100,5.2000000007,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","IBA057","2022126DMAYT_cham_rep1_IBA920057_2",1,2,2,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,91.5,22.27272727,30,132,11,7.5,30,18.2,NA,NA,NA,100,4.05363636314,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep1_IBA972205_3",1,3,3,1,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",0,40.1,3.666666667,30,106.4,6,2.75,30,7.25,NA,NA,NA,100,0.2658333333575,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep2_IBA980505_4",2,4,4,1,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",0,46.4,19.09090909,30,123.5,11,12.25,27,18.2,NA,NA,NA,90,3.47454545438,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022126DMAYT_cham_rep2_IBA980581_5",2,5,5,1,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,57.2,24.16666667,30,122.7,12,11.25,29,20.8,NA,NA,NA,96.6666666666667,5.02666666736,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep2_KU50_6",2,6,6,1,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,111.7,21.1,30,111.7,10,6,29,16.22037915,NA,NA,NA,96.6666666666667,3.42250000065,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022126DMAYT_cham_rep1_IBA980581_7",1,7,1,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,72.8,20.625,30,133.2,8,9.5,28,20.8,NA,NA,NA,93.3333333333333,4.29,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep1_KU50_8",1,8,2,2,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,121.7,24.44444444,30,121.7,9,8,29,24.8,NA,NA,NA,96.6666666666667,6.06222222112,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep1_IBA980505_9",1,9,3,2,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",0,38,16.63636364,30,129.7,11,8,29,20.8,NA,NA,NA,96.6666666666667,3.46036363712,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep2_IBA972205_10",2,10,4,2,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",0,44.2,18.63636364,30,125.4,11,5,30,17.16341463,NA,NA,NA,100,3.19863636348776,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep2_TMEB419_11",2,11,5,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,96.7,26.625,30,122.7,8,7,28,23.07042254,NA,NA,NA,93.3333333333333,6.142500001275,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","IBA057","2022126DMAYT_cham_rep2_IBA920057_12",2,12,6,2,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,61.3,19.16666667,30,111.8,12,8,30,19.5,NA,NA,NA,100,3.73750000065,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep3_IBA972205_13",3,13,1,3,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",0,50.8,13,30,113.9,5,3.75,30,10.9,NA,NA,NA,100,1.417,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep3_TMEB419_14",3,14,2,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,16.9,29.125,30,114.9,8,6.75,28,10.6639485,NA,NA,NA,93.3333333333333,3.105875000625,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","IBA057","2022126DMAYT_cham_rep3_IBA920057_15",3,15,3,3,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,67.7,18.08333333,30,127,12,8.25,29,19.3202765,NA,NA,NA,96.6666666666667,3.49374999977266,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022126DMAYT_cham_rep4_IBA980581_16",4,16,4,3,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,65,19.5,30,139,10,10,28,20.8,NA,NA,NA,93.3333333333333,4.056,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep4_KU50_17",4,17,5,3,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",3,128.4,23.88888889,30,128.4,9,6.75,29,22.64186047,NA,NA,NA,96.6666666666667,5.40888889030713,10.3448275862069
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep4_IBA980505_18",4,18,6,3,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",0,40.7,33.125,30,116.7,8,9.5,24,19.5,NA,NA,NA,80,6.459375,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep3_IBA980505_19",3,19,1,4,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",0,42.3,28.5,30,128,10,9,26,18.2,NA,NA,NA,86.6666666666667,5.187,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022126DMAYT_cham_rep3_IBA980581_20",3,20,2,4,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,52.5,23.75,30,119.1,12,10,27,20.8,NA,NA,NA,90,4.94,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep3_KU50_21",3,21,3,4,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",1,119.1,38.5,30,119.1,12,9.25,30,21.10930736,NA,NA,NA,100,8.1270833336,3.33333333333333
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep4_TMEB419_22",4,22,4,4,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,102.7,27,30,121.9,11,10.25,30,23.7979798,NA,NA,NA,100,6.425454546,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","IBA057","2022126DMAYT_cham_rep4_IBA920057_23",4,23,5,4,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,60.5,15.41666667,30,129.2,12,8.75,28,18.2,NA,NA,NA,93.3333333333333,2.80583333394,0
2022,"2022126DMAYT_cham","2022126DMAYT_cham","2022-July-06","2023-May-03","Chamkar Leu district","","2022126DMAYT_cham_rep4_IBA972205_24",4,24,6,4,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",0,46.2,7.142857143,30,110.3,7,4.25,29,8.82,NA,NA,NA,96.6666666666667,0.6300000000126,0
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_SM1127-8_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",NA,214,19,14,NA,6,48,NA,27.14654003,NA,NA,0,NA,5.1578426057,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022134DMEPR_that_rep1_IBA980581_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",NA,172.5,16.3,14,NA,6,51,NA,18.77597504,NA,NA,0,NA,3.06048393152,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_GM1263-6_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","GM1263-6","test",NA,178,28.3,14,NA,6,49,NA,31.9993921,NA,NA,0,NA,9.0558279643,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_SM2775-4_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",NA,150,23.7,14,NA,6,53,NA,36.79071348,NA,NA,0,NA,8.71939909476,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_SM2775-2_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","SM2775-2","test",NA,118,38.3,14,NA,6,56,NA,27.67688985,NA,NA,0,NA,10.60024881255,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_Rayong11_6",1,6,1,6,"check"," (Operator: lizbethpino, Time: )","Rayong11","test",NA,116.5,23.3,14,NA,4,37,NA,31.85769231,NA,NA,0,NA,7.42284230823,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_CM9912-167_7",1,7,1,7,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",NA,248.5,21,14,NA,6,69,NA,29.85210526,NA,NA,0,NA,6.2689421046,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_SM1669-5_8",1,8,2,7,"test"," (Operator: lizbethpino, Time: )","SM1669-5","test",NA,205,28,14,NA,6,69,NA,29.03105981,NA,NA,2,NA,8.1286967468,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_TMEB419_9",1,9,2,6,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",NA,252.5,38.3,14,NA,6,67,NA,28.34525386,NA,NA,0,NA,10.85623222838,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_IBA972205_10",1,10,2,5,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",NA,47.5,18,14,NA,5,48,NA,28.20082902,NA,NA,0,NA,5.0761492236,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_KU50_11",1,11,2,4,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",NA,196,36.3,14,NA,6,55,NA,32.90745402,NA,NA,0,NA,11.94540580926,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep1_IBA980505_12",1,12,2,3,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",NA,42,9.3,14,NA,6,31,NA,15.97125193,NA,NA,0,NA,1.48532642949,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","IBA057","2022134DMEPR_that_rep1_IBA920057_13",1,13,2,2,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",NA,185,14.7,14,NA,4,22,NA,20.40708955,NA,NA,0,NA,2.99984216385,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","R72","2022134DMEPR_that_rep1_Rayong72_14",1,14,2,1,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",NA,176,40,14,NA,6,61,NA,32.80689655,NA,NA,0,NA,13.12275862,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_IBA980505_15",2,15,3,1,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",NA,42,12,14,NA,6,38,NA,14.78272251,NA,NA,0,NA,1.7739267012,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022134DMEPR_that_rep2_IBA980581_16",2,16,3,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",NA,178.5,12.3,14,NA,6,54,NA,19.12590529,NA,NA,0,NA,2.35248635067,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_SM2775-2_17",2,17,3,3,"test"," (Operator: lizbethpino, Time: )","SM2775-2","test",NA,111.5,25,14,NA,5,50,NA,27.2649494,NA,NA,0,NA,6.81623735,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","IBA057","2022134DMEPR_that_rep2_IBA920057_18",2,18,3,4,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",NA,164.5,4.3,14,NA,6,10,NA,17.70642202,NA,NA,0,NA,0.76137614686,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_SM1669-5_19",2,19,3,5,"test"," (Operator: lizbethpino, Time: )","SM1669-5","test",NA,250.5,21.7,14,NA,6,72,NA,28.40680571,NA,NA,0,NA,6.16427683907,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_GM1263-6_20",2,20,3,6,"test"," (Operator: lizbethpino, Time: )","GM1263-6","test",NA,182.5,20.3,14,NA,6,43,NA,26.74298441,NA,NA,4,NA,5.42882583523,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_IBA972205_21",2,21,3,7,"test"," (Operator: lizbethpino, Time: )","IBA-972205","test",NA,58.5,13.3,14,NA,6,40,NA,21.78732171,NA,NA,0,NA,2.89771378743,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_SM1127-8_22",2,22,4,7,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",NA,192,21.7,14,NA,6,51,NA,27.31081081,NA,NA,4,NA,5.92644594577,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_Rayong11_23",2,23,4,6,"check"," (Operator: lizbethpino, Time: )","Rayong11","test",NA,136,20.3,14,NA,6,45,NA,34.16076294,NA,NA,3,NA,6.93463487682,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_CM9912-167_24",2,24,4,5,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",NA,232,30.7,14,NA,6,64,NA,31.88670757,NA,NA,4,NA,9.78921922399,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","R72","2022134DMEPR_that_rep2_Rayong72_25",2,25,4,4,"check"," (Operator: lizbethpino, Time: )","Rayong72","test",NA,147.5,26.7,14,NA,6,47,NA,31.88532478,NA,NA,0,NA,8.51338171626,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_KU50_26",2,26,4,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",NA,185,36.3,14,NA,6,45,NA,33.38168193,NA,NA,1,NA,12.11755054059,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_SM2775-4_27",2,27,4,2,"test"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",NA,116,30,14,NA,6,57,NA,30.53522907,NA,NA,0,NA,9.160568721,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep2_TMEB419_28",2,28,4,1,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",NA,228,39.333,14,NA,5,59,NA,28.82360248,NA,NA,0,NA,11.3371875634584,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_GM1263-6_29",3,29,5,1,"test"," (Operator: lizbethpino, Time: )","GM1263-6","test",NA,168,21.33,14,NA,6,43,NA,31.37327044,NA,NA,0,NA,6.691918584852,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_SM1127-8_30",3,30,5,2,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",NA,181,24.7,14,NA,6,53,NA,32.80943026,NA,NA,0,NA,8.10392927422,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2022134DMEPR_that_rep3_IBA980581_31",3,31,5,3,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",NA,170,12.7,14,NA,6,48,NA,17.32438563,NA,NA,0,NA,2.20019697501,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_Rayong11_32",3,32,5,4,"check"," (Operator: lizbethpino, Time: )","Rayong11","test",NA,190,21.3,14,NA,6,53,NA,32.53333333,NA,NA,0,NA,6.92959999929,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_TMEB419_33",3,33,5,5,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",NA,176.5,16.667,14,NA,3,21,NA,29.43217877,NA,NA,0,NA,4.9054612355959,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_KU50_34",3,34,5,6,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",NA,178.5,21,14,NA,5,36,NA,33.92693111,NA,NA,2,NA,7.1246555331,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_IBA980505_35",3,35,5,7,"test"," (Operator: lizbethpino, Time: )","IBA-980505","test",NA,45,14.3,14,NA,5,34,NA,23.46968085,NA,NA,2,NA,3.35616436155,NA
2022,"2022134DMEPR_that","2022134DMEPR_that","2023-December-17","2023-October-29","Thateng district, Sekong province","","2022134DMEPR_that_rep3_SM2775-4_36",3,36,6,7,"test"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",NA,140,26,14,NA,5,54,NA,33.28502326,NA,NA,0,NA,8.6541060476,NA
